Plot.ID,Block,Plot.letter,Treatment,Focal.sp,Competition,Species.comp.combo,Species.comp.treatment,Species.treatment.block,Plot.Focalsp.comp.combo,Neighbour.density,Focal.height,Solo.height,Height,Nearest.neighbour.sp,Nearest.neighbour.height,Soilmoisture.11.or.12.Aug.1.hicomp,Soilmoisture.11.or.12.Aug.2.hicomp,Soilmoisture.11.or.12.Aug.3.hicomp,Mean.soilmoisture.11.or.12.Aug.hicomp,Mean.SM.earlyAug,Solo.soilmoisture.Aug11or12.1,Solo.soilmoisture.Aug11or12.2,Solo.soilmoisture.Aug11or12.3,Mean.solo.soilmoisture,Soilmoisture.22.or.23.Aug.1.hicomp,Soilmoisture.22.or.23.Aug.2.hicomp,Soilmoisture.22.or.23.Aug.3.hicomp,Mean.soilmoisture.22.or.23.Aug.hicomp,Solo.soilmoisture.22or23.Aug.1,Solo.soilmoisture.22or23Aug.2,Solo.soilmoisture.22or23Aug.3,Mean.solo.soilmoisture.22or23.Aug,Mean.SM.lateAug,Soilmoisture.3Sep.hicomp.1,Soilmoisture.3Sep.hicomp.2,Soilmoisture.3Sep.hicomp.3,Mean.soilmoisture.3Sep.hicomp,Solo.soilmoisture.3Sep.1,Solo.soilmoisture.3Sep.2,Solo.soilmoisture.3Sep.3,Mean.solo.soilmoisture.3Sep,Mean.SM.Sep,Delta.MeanSM.AugSep,Bare,Moss,Crust,CWD,Rock,Near.under.log,Jam.litter,Euc.litter,Notes,Colwell.P,Canopy.cover.final,Exclude.from.analysis,Num.fl.total,Num.fl.seeding.total,Seedcount.extrap.integer,Mean.solo.seedcount.extrap.integer.block,Delta.seedcount.meansolospeciesblock,Solo.seedcount.extrap.integer,Delta.seedcount.highcomp.solo.pair
12M,12,M,Shade,A.calendula,Solo,A.calendula.Solo,A.calendula.Solo.Shade,A.calendula.Shade.12,12M.A.calendula.Solo,0,80,160,160,NA,NA,13.5,12.5,15.9,13.96666667,16.4,17.9,14.9,16.4,16.4,17.9,17.9,18.4,18.06666667,15.4,12.5,15.4,14.43333333,14.43333333,5.6,6.6,9,7.066666667,8.1,7.6,8.5,8.066666667,8.066666667,-8.333333333,60,20,20,0,0,0,0,0,,11.7,55.236,0,21,21,735,545.5,189.5,NA,NA
12M,12,M,Shade,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Shade,P.airoides.Shade.12,12M.P.airoides.Highcomp,3,60,50,60,Not.focal.species,NA,13.5,12.5,15.9,13.96666667,13.96666667,11.5,13,13.9,12.8,17.9,17.9,18.4,18.06666667,11.5,15.4,14.9,13.93333333,18.06666667,5.6,6.6,9,7.066666667,7.6,5.6,7.1,6.766666667,7.066666667,-6.9,70,1,3,1,1,0,0,0,,11.7,55.236,0,2,2,111,290.75,-179.75,359,-248
12M,12,M,Shade,P.airoides,Solo,P.airoides.Solo,P.airoides.Solo.Shade,P.airoides.Shade.12,12M.P.airoides.Solo,0,60,50,50,NA,NA,13.5,12.5,15.9,13.96666667,12.8,11.5,13,13.9,12.8,17.9,17.9,18.4,18.06666667,11.5,15.4,14.9,13.93333333,13.93333333,5.6,6.6,9,7.066666667,7.6,5.6,7.1,6.766666667,6.766666667,-6.033333333,90,0,0,0,10,0,0,0,,11.7,55.236,0,6,6,359,290.75,68.25,NA,NA
12N,12,N,Open,T.cyanopetala,Highcomp,T.cyanopetala.Highcomp,T.cyanopetala.Highcomp.Open,T.cyanopetala.Open.12,12N.T.cyanopetala.Highcomp,5,60,70,60,Not.focal.species,NA,12,15.9,16.4,14.76666667,14.76666667,13.5,14.4,17.4,15.1,13.9,14.9,14.4,14.4,13.9,14.4,14.9,14.4,14.4,8.1,9,10.5,9.2,7.6,7.6,7.1,7.433333333,9.2,-5.566666667,3,80,0,5,0,1,0,0,,10,29.844,0,4,4,18,32.5,-14.5,22,-4
12N,12,N,Open,T.cyanopetala,Solo,T.cyanopetala.Solo,T.cyanopetala.Solo.Open,T.cyanopetala.Open.12,12N.T.cyanopetala.Solo,0,60,70,70,NA,NA,12,15.9,16.4,14.76666667,15.1,13.5,14.4,17.4,15.1,13.9,14.9,14.4,14.4,13.9,14.4,14.9,14.4,14.4,8.1,9,10.5,9.2,7.6,7.6,7.1,7.433333333,7.433333333,-7.666666667,50,0,0,25,0,1,10,0,,10,29.844,0,4,4,22,32.5,-10.5,NA,NA
12O,12,O,Shade,H.glabra,Highcomp,H.glabra.Highcomp,H.glabra.Highcomp.Shade,H.glabra.Shade.12,12O.H.glabra.Highcomp,5,50,80,50,Not.focal.species,NA,22.3,24.7,24.3,23.76666667,23.76666667,19.8,22.3,19.8,20.63333333,28.7,23.3,23.8,25.26666667,23.3,24.7,23.3,23.76666667,25.26666667,6.3,7.6,9.2,7.7,7.6,7.9,9.2,8.233333333,7.7,-16.06666667,20,35,1,1,1,1,0,0,,15.3,42.4,0,9,9,184,253,-69,253,-69
12O,12,O,Shade,H.glabra,Solo,H.glabra.Solo,H.glabra.Solo.Shade,H.glabra.Shade.12,12O.H.glabra.Solo,0,50,80,80,NA,NA,22.3,24.7,24.3,23.76666667,20.63333333,19.8,22.3,19.8,20.63333333,28.7,23.3,23.8,25.26666667,23.3,24.7,23.3,23.76666667,23.76666667,6.3,7.6,9.2,7.7,7.6,7.9,9.2,8.233333333,8.233333333,-12.4,40,50,0,10,0,1,0,0,,15.3,42.4,0,5,5,253,253,0,NA,NA
15A,15,A,Open,A.calendula,Highcomp,A.calendula.Highcomp,A.calendula.Highcomp.Open,A.calendula.Open.15,15A.A.calendula.Highcomp,2,120,100,120,A.calendula,110,19.3,20.3,22.3,20.63333333,20.63333333,19.3,22.8,21.8,21.3,16.4,24.3,25.7,22.13333333,22.8,27.2,24.7,24.9,22.13333333,8.5,9,11,9.5,11.5,10,8.5,10,9.5,-11.13333333,5,20,5,40,2,1,0,1,,18.3,2.777,0,15,13,619,383.6667,235.3333,203,416
15A,15,A,Open,A.calendula,Solo,A.calendula.Solo,A.calendula.Solo.Open,A.calendula.Open.15,15A.A.calendula.Solo,0,120,100,100,NA,NA,19.3,20.3,22.3,20.63333333,21.3,19.3,22.8,21.8,21.3,16.4,24.3,25.7,22.13333333,22.8,27.2,24.7,24.9,24.9,8.5,9,11,9.5,11.5,10,8.5,10,10,-11.3,80,10,10,0,0,1,0,0,,18.3,2.777,0,9,9,203,383.6667,-180.6667,NA,NA
15A,15,A,Open,H.glabra,Highcomp,H.glabra.Highcomp,H.glabra.Highcomp.Open,H.glabra.Open.15,15A.H.glabra.Highcomp,3,10,20,10,Not.focal.species,NA,19.3,20.3,22.3,20.63333333,20.63333333,18.4,15.4,17.4,17.06666667,16.4,24.3,25.7,22.13333333,19.3,23.8,22.3,21.8,22.13333333,8.5,9,11,9.5,6.6,9,9,8.2,9.5,-11.13333333,5,20,5,40,2,1,0,1,,18.3,2.777,0,7,5,195,582,-387,550,-355
15A,15,A,Open,H.glabra,Solo,H.glabra.Solo,H.glabra.Solo.Open,H.glabra.Open.15,15A.H.glabra.Solo,0,10,20,20,NA,NA,19.3,20.3,22.3,20.63333333,17.06666667,18.4,15.4,17.4,17.06666667,16.4,24.3,25.7,22.13333333,19.3,23.8,22.3,21.8,21.8,8.5,9,11,9.5,6.6,9,9,8.2,8.2,-8.866666667,70,10,0,20,0,1,0,0,,18.3,2.777,0,9,9,550,582,-32,NA,NA
15A,15,A,Open,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Open,P.airoides.Open.15,15A.P.airoides.Highcomp,1,50,60,50,Not.focal.species,NA,19.3,20.3,22.3,20.63333333,20.63333333,18.9,21.3,22.3,20.83333333,16.4,24.3,25.7,22.13333333,24.3,24.3,19.3,22.63333333,22.13333333,8.5,9,11,9.5,8.5,8.5,8.5,8.5,9.5,-11.13333333,5,20,5,40,2,1,0,1,,18.3,2.777,0,3,3,155,274,-119,402,-247
15A,15,A,Open,P.airoides,Solo,P.airoides.Solo,P.airoides.Solo.Open,P.airoides.Open.15,15A.P.airoides.Solo,0,50,60,60,NA,NA,19.3,20.3,22.3,20.63333333,20.83333333,18.9,21.3,22.3,20.83333333,16.4,24.3,25.7,22.13333333,24.3,24.3,19.3,22.63333333,22.63333333,8.5,9,11,9.5,8.5,8.5,8.5,8.5,8.5,-12.33333333,45,15,40,0,0,1,0,0,,18.3,2.777,0,7,7,402,274,128,NA,NA
15A,15,A,Open,T.cyanopetala,Highcomp,T.cyanopetala.Highcomp,T.cyanopetala.Highcomp.Open,T.cyanopetala.Open.15,15A.T.cyanopetala.Highcomp,6,40,20,40,Not.focal.species,NA,19.3,20.3,22.3,20.63333333,20.63333333,19.8,18.9,22,20.23333333,16.4,24.3,25.7,22.13333333,25.7,24.3,22.3,24.1,22.13333333,8.5,9,11,9.5,13,9,9,10.33333333,9.5,-11.13333333,5,20,5,40,2,1,0,1,,18.3,2.777,0,2,2,4,31,-27,20,-16
15A,15,A,Open,T.cyanopetala,Solo,T.cyanopetala.Solo,T.cyanopetala.Solo.Open,T.cyanopetala.Open.15,15A.T.cyanopetala.Solo,0,40,20,20,NA,NA,19.3,20.3,22.3,20.63333333,20.23333333,19.8,18.9,22,20.23333333,16.4,24.3,25.7,22.13333333,25.7,24.3,22.3,24.1,24.1,8.5,9,11,9.5,13,9,9,10.33333333,10.33333333,-9.9,50,10,10,30,0,1,0,0,,18.3,2.777,0,4,4,20,31,-11,NA,NA
15B,15,B,Open,A.calendula,Highcomp,A.calendula.Highcomp,A.calendula.Highcomp.Open,A.calendula.Open.15,15B.A.calendula.Highcomp,NA,40,30,40,Not.focal.species,NA,23.8,22.3,18.4,21.5,21.5,19.3,21.3,23.3,21.3,21.8,27.2,24.3,24.43333333,28.7,22.8,26.7,26.06666667,24.43333333,6.1,9.5,9.5,8.366666667,8.5,9.5,10.5,9.5,8.366666667,-13.13333333,40,20,20,10,0,1,1,1,,13.6,2.15,0,13,13,393,383.6667,9.3333,325,68
15B,15,B,Open,A.calendula,Solo,A.calendula.Solo,A.calendula.Solo.Open,A.calendula.Open.15,15B.A.calendula.Solo,0,40,30,30,NA,NA,23.8,22.3,18.4,21.5,21.3,19.3,21.3,23.3,21.3,21.8,27.2,24.3,24.43333333,28.7,22.8,26.7,26.06666667,26.06666667,6.1,9.5,9.5,8.366666667,8.5,9.5,10.5,9.5,9.5,-11.8,80,0,10,10,0,1,0,0,,13.6,2.15,0,11,11,325,383.6667,-58.6667,NA,NA
15B,15,B,Open,M.minima,Highcomp,M.minima.Highcomp,M.minima.Highcomp.Open,M.minima.Open.15,15B.M.minima.Highcomp,NA,35,20,35,Not.focal.species,NA,23.8,22.3,18.4,21.5,21.5,19.3,17.9,19.8,19,21.8,27.2,24.3,24.43333333,29.2,22.3,25.2,25.56666667,24.43333333,6.1,9.5,9.5,8.366666667,9.5,10,8.1,9.2,8.366666667,-13.13333333,40,20,20,10,0,1,1,1,,13.6,2.15,0,5,0,5,6,-1,5,0
15B,15,B,Open,M.minima,Solo,M.minima.Solo,M.minima.Solo.Open,M.minima.Open.15,15B.M.minima.Solo,0,35,20,20,NA,NA,23.8,22.3,18.4,21.5,19,19.3,17.9,19.8,19,21.8,27.2,24.3,24.43333333,29.2,22.3,25.2,25.56666667,25.56666667,6.1,9.5,9.5,8.366666667,9.5,10,8.1,9.2,9.2,-9.8,20,0,80,0,0,1,0,0,,13.6,2.15,0,6,5,5,6,-1,NA,NA
15B,15,B,Open,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Open,P.canescens.Open.15,15B.P.canescens.Highcomp,1,240,260,240,NA,NA,23.8,22.3,18.4,21.5,21.5,24.3,19.8,14.9,19.66666667,21.8,27.2,24.3,24.43333333,20.8,23.8,25.7,23.43333333,24.43333333,6.1,9.5,9.5,8.366666667,4.6,6.6,8.5,6.566666667,8.366666667,-13.13333333,40,20,20,10,0,1,1,1,,13.6,2.15,0,56,38,3116,2240.3333,875.6667,2374,742
15B,15,B,Open,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Open,P.canescens.Open.15,15B.P.canescens.Solo,0,240,260,260,NA,NA,23.8,22.3,18.4,21.5,19.66666667,24.3,19.8,14.9,19.66666667,21.8,27.2,24.3,24.43333333,20.8,23.8,25.7,23.43333333,23.43333333,6.1,9.5,9.5,8.366666667,4.6,6.6,8.5,6.566666667,6.566666667,-13.1,20,0,80,0,0,1,0,0,,13.6,2.15,0,49,30,2374,2240.3333,133.6667,NA,NA
15B,15,B,Open,T.cyanopetala,Highcomp,T.cyanopetala.Highcomp,T.cyanopetala.Highcomp.Open,T.cyanopetala.Open.15,15B.T.cyanopetala.Highcomp,3,55,70,55,T.cyanopetala,55,23.8,22.3,18.4,21.5,21.5,22.3,23.3,23.8,23.13333333,21.8,27.2,24.3,24.43333333,18.4,24.7,24.3,22.46666667,24.43333333,6.1,9.5,9.5,8.366666667,10,9,10.5,9.833333333,8.366666667,-13.13333333,40,20,20,10,0,1,1,1,,13.6,2.15,0,2,2,10,31,-21,42,-32
15B,15,B,Open,T.cyanopetala,Solo,T.cyanopetala.Solo,T.cyanopetala.Solo.Open,T.cyanopetala.Open.15,15B.T.cyanopetala.Solo,0,55,70,70,NA,NA,23.8,22.3,18.4,21.5,23.13333333,22.3,23.3,23.8,23.13333333,21.8,27.2,24.3,24.43333333,18.4,24.7,24.3,22.46666667,22.46666667,6.1,9.5,9.5,8.366666667,10,9,10.5,9.833333333,9.833333333,-13.3,80,10,10,0,0,1,0,0,,13.6,2.15,0,7,7,42,31,11,NA,NA
15C,15,C,Shade,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Shade,H.glutinosum.Shade.15,15C.H.glutinosum.Highcomp,4,100,90,100,T.cyanopetala,50,13.9,15.4,15.9,15.06666667,15.06666667,26.7,17.9,21.3,21.96666667,22.3,22.3,23.4,22.66666667,22.3,23.7,33.6,26.53333333,22.66666667,8.1,8.5,12.5,9.7,11,8.1,9.5,9.533333333,9.7,-5.366666667,10,15,2,25,1,1,2,1,,6.6,42.4,0,7,5,15,22,-7,60,-45
15C,15,C,Shade,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Shade,H.glutinosum.Shade.15,15C.H.glutinosum.Solo,0,100,90,90,NA,NA,13.9,15.4,15.9,15.06666667,21.96666667,26.7,17.9,21.3,21.96666667,22.3,22.3,23.4,22.66666667,22.3,23.7,33.6,26.53333333,26.53333333,8.1,8.5,12.5,9.7,11,8.1,9.5,9.533333333,9.533333333,-12.43333333,80,10,10,0,0,1,0,0,,6.6,42.4,0,4,4,60,22,38,NA,NA
15C,15,C,Shade,M.minima,Highcomp,M.minima.Highcomp,M.minima.Highcomp.Shade,M.minima.Shade.15,15C.M.minima.Highcomp,2,80,40,80,Not.focal.species,NA,13.9,15.4,15.9,15.06666667,15.06666667,17.4,13.5,16.9,15.93333333,22.3,22.3,23.4,22.66666667,23.8,20.8,18.4,21,22.66666667,8.1,8.5,12.5,9.7,7.6,7.6,6.1,7.1,9.7,-5.366666667,10,15,2,25,1,1,2,1,,6.6,42.4,0,46,41,41,4.666667,36.333333,11,30
15C,15,C,Shade,M.minima,Solo,M.minima.Solo,M.minima.Solo.Shade,M.minima.Shade.15,15C.M.minima.Solo,0,80,40,40,NA,NA,13.9,15.4,15.9,15.06666667,15.93333333,17.4,13.5,16.9,15.93333333,22.3,22.3,23.4,22.66666667,23.8,20.8,18.4,21,21,8.1,8.5,12.5,9.7,7.6,7.6,6.1,7.1,7.1,-8.833333333,NA,NA,NA,NA,NA,1,NA,NA,,6.6,42.4,0,16,11,11,4.666667,6.333333,NA,NA
15C,15,C,Shade,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Shade,P.canescens.Shade.15,15C.P.canescens.Highcomp,5,320,210,320,H.glutinosum,50,13.9,15.4,15.9,15.06666667,15.06666667,15.9,26.2,19.3,20.46666667,22.3,22.3,23.4,22.66666667,20.8,24.7,29.7,25.06666667,22.66666667,8.1,8.5,12.5,9.7,8.1,8.5,12,9.533333333,9.7,-5.366666667,10,15,2,25,1,1,2,1,,6.6,42.4,0,23,18,1827,731.75,1095.25,98,1729
15C,15,C,Shade,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Shade,P.canescens.Shade.15,15C.P.canescens.Solo,0,320,210,210,NA,NA,13.9,15.4,15.9,15.06666667,20.46666667,15.9,26.2,19.3,20.46666667,22.3,22.3,23.4,22.66666667,20.8,24.7,29.7,25.06666667,25.06666667,8.1,8.5,12.5,9.7,8.1,8.5,12,9.533333333,9.533333333,-10.93333333,50,40,10,0,0,1,0,0,,6.6,42.4,0,8,2,98,731.75,-633.75,NA,NA
15C,15,C,Shade,T.cyanopetala,Highcomp,T.cyanopetala.Highcomp,T.cyanopetala.Highcomp.Shade,T.cyanopetala.Shade.15,15C.T.cyanopetala.Highcomp,2,65,110,65,Not.focal.species,NA,13.9,15.4,15.9,15.06666667,15.06666667,14.4,18.9,17.9,17.06666667,22.3,22.3,23.4,22.66666667,27.7,21.8,32.1,27.2,22.66666667,8.1,8.5,12.5,9.7,7.1,8.1,15.4,10.2,9.7,-5.366666667,10,15,2,25,1,1,2,1,,6.6,42.4,0,2,2,8,154.666667,-146.666667,232,-224
15C,15,C,Shade,T.cyanopetala,Solo,T.cyanopetala.Solo,T.cyanopetala.Solo.Shade,T.cyanopetala.Shade.15,15C.T.cyanopetala.Solo,0,65,110,110,NA,NA,13.9,15.4,15.9,15.06666667,17.06666667,14.4,18.9,17.9,17.06666667,22.3,22.3,23.4,22.66666667,27.7,21.8,32.1,27.2,27.2,8.1,8.5,12.5,9.7,7.1,8.1,15.4,10.2,10.2,-6.866666667,70,15,15,0,0,1,0,0,,6.6,42.4,0,42,42,232,154.666667,77.333333,NA,NA
15D,15,D,Shade,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Shade,H.glutinosum.Shade.15,15D.H.glutinosum.Highcomp,19,75,45,75,Not.focal.species,NA,16.9,15.9,15.4,16.06666667,16.06666667,13.9,12,13.5,13.13333333,16.4,20.8,17.9,18.36666667,16.9,15.4,17.4,16.56666667,18.36666667,5.6,5.6,NA,5.6,4.1,5.1,6.1,5.1,5.6,-10.46666667,20,35,1,30,1,1,2,1,,9.1,45.177,0,3,3,3,22,-19,6,-3
15D,15,D,Shade,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Shade,H.glutinosum.Shade.15,15D.H.glutinosum.Solo,0,75,45,45,NA,NA,16.9,15.9,15.4,16.06666667,13.13333333,13.9,12,13.5,13.13333333,16.4,20.8,17.9,18.36666667,16.9,15.4,17.4,16.56666667,16.56666667,5.6,5.6,NA,5.6,4.1,5.1,6.1,5.1,5.1,-8.033333333,60,40,0,0,0,1,0,0,,9.1,45.177,0,1,1,6,22,-16,NA,NA
15D,15,D,Shade,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Shade,P.canescens.Shade.15,15D.P.canescens.Highcomp,4,230,230,230,Not.focal.species,NA,16.9,15.9,15.4,16.06666667,16.06666667,13.9,12,12.5,12.8,16.4,20.8,17.9,18.36666667,18.9,15.4,18.4,17.56666667,18.36666667,5.6,5.6,NA,5.6,4.1,4.6,5.6,4.766666667,5.6,-10.46666667,20,35,1,30,1,1,2,1,,9.1,45.177,0,21,13,490,731.75,-241.75,1659,-1169
15D,15,D,Shade,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Shade,P.canescens.Shade.15,15D.P.canescens.Solo,0,230,230,230,NA,NA,16.9,15.9,15.4,16.06666667,12.8,13.9,12,12.5,12.8,16.4,20.8,17.9,18.36666667,18.9,15.4,18.4,17.56666667,17.56666667,5.6,5.6,NA,5.6,4.1,4.6,5.6,4.766666667,4.766666667,-8.033333333,50,10,30,10,0,1,0,0,,9.1,45.177,0,56,48,1659,731.75,927.25,NA,NA
15D,15,D,Shade,T.cyanopetala,Highcomp,T.cyanopetala.Highcomp,T.cyanopetala.Highcomp.Shade,T.cyanopetala.Shade.15,15D.T.cyanopetala.Highcomp,4,110,90,110,Not.focal.species,NA,16.9,15.9,15.4,16.06666667,16.06666667,12.5,11.5,12,12,16.4,20.8,17.9,18.36666667,17.4,18.4,16.9,17.56666667,18.36666667,5.6,5.6,NA,5.6,5.1,5.1,5.6,5.266666667,5.6,-10.46666667,20,35,1,30,1,1,2,1,,9.1,45.177,0,14,14,76,154.666667,-78.666667,58,18
15D,15,D,Shade,T.cyanopetala,Solo,T.cyanopetala.Solo,T.cyanopetala.Solo.Shade,T.cyanopetala.Shade.15,15D.T.cyanopetala.Solo,0,110,90,90,NA,NA,16.9,15.9,15.4,16.06666667,12,12.5,11.5,12,12,16.4,20.8,17.9,18.36666667,17.4,18.4,16.9,17.56666667,17.56666667,5.6,5.6,NA,5.6,5.1,5.1,5.6,5.266666667,5.266666667,-6.733333333,60,10,0,30,0,1,0,0,,9.1,45.177,0,10,10,58,154.666667,-96.666667,NA,NA
15D,15,D,Shade,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Shade,V.rosea.Shade.15,15D.V.rosea.Highcomp,1,30,70,30,H.glutinosum,NA,16.9,15.9,15.4,16.06666667,16.06666667,13,13.9,13.9,13.6,16.4,20.8,17.9,18.36666667,16.9,19.3,17.9,18.03333333,18.36666667,5.6,5.6,NA,5.6,5.6,6.6,5.6,5.933333333,5.6,-10.46666667,20,35,1,30,1,1,2,1,,9.1,45.177,0,0,0,0,31.75,-31.75,30,-30
15D,15,D,Shade,V.rosea,Solo,V.rosea.Solo,V.rosea.Solo.Shade,V.rosea.Shade.15,15D.V.rosea.Solo,0,30,70,70,NA,NA,16.9,15.9,15.4,16.06666667,13.6,13,13.9,13.9,13.6,16.4,20.8,17.9,18.36666667,16.9,19.3,17.9,18.03333333,18.03333333,5.6,5.6,NA,5.6,5.6,6.6,5.6,5.933333333,5.933333333,-7.666666667,80,10,10,0,0,1,0,0,,9.1,45.177,0,11,10,30,31.75,-1.75,NA,NA
15E,15,E,Open,A.calendula,Highcomp,A.calendula.Highcomp,A.calendula.Highcomp.Open,A.calendula.Open.15,15E.A.calendula.Highcomp,1,100,70,100,Not.focal.species,NA,23.8,13.5,13.9,17.06666667,17.06666667,21.8,16.9,14.9,17.86666667,16.9,26.2,20.3,21.13333333,24.7,19.3,15.9,19.96666667,21.13333333,8.5,5.6,6.6,6.9,6.1,6.6,8.1,6.933333333,6.9,-10.16666667,20,20,10,20,1,1,0,0,,10.7,0,0,16,14,541,383.6667,157.3333,623,-82
15E,15,E,Open,A.calendula,Solo,A.calendula.Solo,A.calendula.Solo.Open,A.calendula.Open.15,15E.A.calendula.Solo,0,100,70,70,NA,NA,23.8,13.5,13.9,17.06666667,17.86666667,21.8,16.9,14.9,17.86666667,16.9,26.2,20.3,21.13333333,24.7,19.3,15.9,19.96666667,19.96666667,8.5,5.6,6.6,6.9,6.1,6.6,8.1,6.933333333,6.933333333,-10.93333333,40,0,50,10,0,1,0,0,,10.7,0,0,17,17,623,383.6667,239.3333,NA,NA
15E,15,E,Open,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Open,H.glutinosum.Open.15,15E.H.glutinosum.Highcomp,1,90,10,90,H.glutinosum,60,23.8,13.5,13.9,17.06666667,17.06666667,11.5,13.9,11,12.13333333,16.9,26.2,20.3,21.13333333,14.4,19.3,18.4,17.36666667,21.13333333,8.5,5.6,6.6,6.9,7.6,7.6,NA,7.6,6.9,-10.16666667,20,20,10,20,1,1,0,0,,10.7,0,0,4,4,60,8.5,51.5,0,60
15E,15,E,Open,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Open,H.glutinosum.Open.15,15E.H.glutinosum.Solo,0,90,10,10,NA,NA,23.8,13.5,13.9,17.06666667,12.13333333,11.5,13.9,11,12.13333333,16.9,26.2,20.3,21.13333333,14.4,19.3,18.4,17.36666667,17.36666667,8.5,5.6,6.6,6.9,7.6,7.6,NA,7.6,7.6,-4.533333333,100,0,0,0,0,1,0,0,,10.7,0,0,0,0,0,8.5,-8.5,NA,NA
15E,15,E,Open,M.minima,Highcomp,M.minima.Highcomp,M.minima.Highcomp.Open,M.minima.Open.15,15E.M.minima.Highcomp,3,30,20,30,Not.focal.species,NA,23.8,13.5,13.9,17.06666667,17.06666667,14.9,13.9,14.9,14.56666667,16.9,26.2,20.3,21.13333333,18.4,19.8,17.4,18.53333333,21.13333333,8.5,5.6,6.6,6.9,5.6,8.1,NA,6.85,6.9,-10.16666667,20,20,10,20,1,1,0,0,,10.7,0,0,6,6,6,6,0,7,-1
15E,15,E,Open,M.minima,Solo,M.minima.Solo,M.minima.Solo.Open,M.minima.Open.15,15E.M.minima.Solo,0,30,20,20,NA,NA,23.8,13.5,13.9,17.06666667,14.56666667,14.9,13.9,14.9,14.56666667,16.9,26.2,20.3,21.13333333,18.4,19.8,17.4,18.53333333,18.53333333,8.5,5.6,6.6,6.9,5.6,8.1,NA,6.85,6.85,-7.716666667,100,0,0,0,0,1,0,0,,10.7,0,0,7,7,7,6,1,NA,NA
15E,15,E,Open,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Open,P.canescens.Open.15,15E.P.canescens.Highcomp,1,250,180,250,Not.focal.species,NA,23.8,13.5,13.9,17.06666667,17.06666667,13,13.9,12,12.96666667,16.9,26.2,20.3,21.13333333,16.4,16.4,18.4,17.06666667,21.13333333,8.5,5.6,6.6,6.9,4.6,5.6,NA,5.1,6.9,-10.16666667,20,20,10,20,1,1,0,0,,10.7,0,0,106,92,8449,2240.3333,6208.6667,2965,5484
15E,15,E,Open,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Open,P.canescens.Open.15,15E.P.canescens.Solo,0,250,180,180,NA,NA,23.8,13.5,13.9,17.06666667,12.96666667,13,13.9,12,12.96666667,16.9,26.2,20.3,21.13333333,16.4,16.4,18.4,17.06666667,17.06666667,8.5,5.6,6.6,6.9,4.6,5.6,NA,5.1,5.1,-7.866666667,90,0,0,10,0,1,0,0,,10.7,0,0,39,35,2965,2240.3333,724.6667,NA,NA
15F,15,F,Shade,A.calendula,Highcomp,A.calendula.Highcomp,A.calendula.Highcomp.Shade,A.calendula.Shade.15,15F.A.calendula.Highcomp,1,170,130,170,Not.focal.species,NA,11,11,13.5,11.83333333,11.83333333,13.9,14.4,14.9,14.4,16.9,14.9,15.9,15.9,17.9,17.9,18.9,18.23333333,15.9,5.6,5.6,8.1,6.433333333,7.1,7.6,9.5,8.066666667,6.433333333,-5.4,5,90,5,15,1,1,10,0,,4.4,46.104,0,34,34,1482,880,602,880,602
15F,15,F,Shade,A.calendula,Solo,A.calendula.Solo,A.calendula.Solo.Shade,A.calendula.Shade.15,15F.A.calendula.Solo,0,170,130,130,NA,NA,11,11,13.5,11.83333333,14.4,13.9,14.4,14.9,14.4,16.9,14.9,15.9,15.9,17.9,17.9,18.9,18.23333333,18.23333333,5.6,5.6,8.1,6.433333333,7.1,7.6,9.5,8.066666667,8.066666667,-6.333333333,0,0,0,60,0,1,40,0,,4.4,46.104,0,16,16,880,880,0,NA,NA
15F,15,F,Shade,H.glabra,Highcomp,H.glabra.Highcomp,H.glabra.Highcomp.Shade,H.glabra.Shade.15,15F.H.glabra.Highcomp,6,35,30,35,Not.focal.species,NA,11,11,13.5,11.83333333,11.83333333,13,12,12,12.33333333,16.9,14.9,15.9,15.9,13.9,15.9,17.9,15.9,15.9,5.6,5.6,8.1,6.433333333,6.1,6.1,6.6,6.266666667,6.433333333,-5.4,5,90,5,15,1,1,10,0,,4.4,46.104,0,7,6,164,97.333333,66.666667,108,56
