Plot.ID,Block,Plot.letter,Treatment,Focal.sp,Competition,Species.comp.combo,Species.comp.treatment,Species.treatment.block,Plot.Focalsp.comp.combo,Neighbour.density,Focal.height,Solo.height,Height,Delta.height.highcomp.solo.pair,Leaf.length,Lat1,Lat2,Mean.Lat,Canopy.shape,Phenology.at.survey,Nearest.neighbour.sp,Nearest.neighbour.height,Soilmoisture.11.or.12.Aug.1.hicomp,Soilmoisture.11.or.12.Aug.2.hicomp,Soilmoisture.11.or.12.Aug.3.hicomp,Mean.soilmoisture.11.or.12.Aug.hicomp,Mean.SM.earlyAug,Solo.soilmoisture.Aug11or12.1,Solo.soilmoisture.Aug11or12.2,Solo.soilmoisture.Aug11or12.3,Mean.solo.soilmoisture,Soilmoisture.22.or.23.Aug.1.hicomp,Soilmoisture.22.or.23.Aug.2.hicomp,Soilmoisture.22.or.23.Aug.3.hicomp,Mean.soilmoisture.22.or.23.Aug.hicomp,Solo.soilmoisture.22or23.Aug.1,Solo.soilmoisture.22or23Aug.2,Solo.soilmoisture.22or23Aug.3,Mean.solo.soilmoisture.22or23.Aug,Mean.SM.lateAug,Soilmoisture.3Sep.hicomp.1,Soilmoisture.3Sep.hicomp.2,Soilmoisture.3Sep.hicomp.3,Mean.soilmoisture.3Sep.hicomp,Solo.soilmoisture.3Sep.1,Solo.soilmoisture.3Sep.2,Solo.soilmoisture.3Sep.3,Mean.solo.soilmoisture.3Sep,Mean.SM.Sep,Delta.MeanSM.AugSep,Bare,Moss,Crust,CWD,Rock,Near.under.log,Jam.litter,Euc.litter,Notes,Colwell.P,Canopy.cover.final,Exclude.from.analysis,Num.fl.total,Num.fl.seeding.total,Seedcount.extrap.integer,Mean.solo.seedcount.extrap.integer.block,Delta.seedcount.meansolospeciesblock,Solo.seedcount.extrap.integer,Delta.seedcount.highcomp.solo.pair,mean.trait.distance.height,mean.trait.distance.seedmass,mean.trait.distance.SLA,mean.trait.hierarchy.height,mean.trait.hierarchy.seedmass,mean.trait.hierarchy.SLA,var.trait.distance.height,var.trait.distance.seedmass,var.trait.distance.SLA,var.trait.hierarchy.height,var.trait.hierarchy.seedmass,var.trait.hierarchy.SLA,mean.trait.distance.canopyshape,var.trait.hierarchy.canopyshape,abundwghtd.mean.trait.distance.canopyshape,abundwghtd.mean.trait.distance.height,abundwghtd.mean.trait.distance.seedmass,abundwghtd.mean.trait.distance.SLA,abundwghtd.mean.trait.hierarchy.canopyshape,abundwghtd.mean.trait.hierarchy.height,abundwghtd.mean.trait.hierarchy.seedmass,abundwghtd.mean.trait.hierarchy.SLA,abundwghtd.var.trait.distance.canopyshape,abundwghtd.var.trait.distance.height,abundwghtd.var.trait.distance.seedmass,abundwghtd.var.trait.distance.SLA,abundwghtd.var.trait.hierarchy.canopyshape,abundwghtd.var.trait.hierarchy.height,abundwghtd.var.trait.hierarchy.seedmass,abundwghtd.var.trait.hierarchy.SLA,mean.trait.hierarchy.canopyshape
15D,15,D,Shade,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Shade,P.canescens.Shade.15,15D.P.canescens.Solo,0,230,230,230,NA,80,90,95,92.5,0.402173913,B,NA,NA,16.9,15.9,15.4,16.06666667,12.8,13.9,12,12.5,12.8,16.4,20.8,17.9,18.36666667,18.9,15.4,18.4,17.56666667,17.56666667,5.6,5.6,NA,5.6,4.1,4.6,5.6,4.766666667,4.766666667,-8.033333333,50,10,30,10,0,1,0,0,,9.1,45.177,0,56,48,1659,731.75,927.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15D,15,D,Shade,T.cyanopetala,Solo,T.cyanopetala.Solo,T.cyanopetala.Solo.Shade,T.cyanopetala.Shade.15,15D.T.cyanopetala.Solo,0,110,90,90,NA,10,30,15,22.5,0.25,FS,NA,NA,16.9,15.9,15.4,16.06666667,12,12.5,11.5,12,12,16.4,20.8,17.9,18.36666667,17.4,18.4,16.9,17.56666667,17.56666667,5.6,5.6,NA,5.6,5.1,5.1,5.6,5.266666667,5.266666667,-6.733333333,60,10,0,30,0,1,0,0,,9.1,45.177,0,10,10,58,154.666667,-96.666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15D,15,D,Shade,V.rosea,Solo,V.rosea.Solo,V.rosea.Solo.Shade,V.rosea.Shade.15,15D.V.rosea.Solo,0,30,70,70,NA,40,45,40,42.5,0.607142857,BF,NA,NA,16.9,15.9,15.4,16.06666667,13.6,13,13.9,13.9,13.6,16.4,20.8,17.9,18.36666667,16.9,19.3,17.9,18.03333333,18.03333333,5.6,5.6,NA,5.6,5.6,6.6,5.6,5.933333333,5.933333333,-7.666666667,80,10,10,0,0,1,0,0,,9.1,45.177,0,11,10,30,31.75,-1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15E,15,E,Open,A.calendula,Solo,A.calendula.Solo,A.calendula.Solo.Open,A.calendula.Open.15,15E.A.calendula.Solo,0,100,70,70,NA,100,100,80,90,1.285714286,B,NA,NA,23.8,13.5,13.9,17.06666667,17.86666667,21.8,16.9,14.9,17.86666667,16.9,26.2,20.3,21.13333333,24.7,19.3,15.9,19.96666667,19.96666667,8.5,5.6,6.6,6.9,6.1,6.6,8.1,6.933333333,6.933333333,-10.93333333,40,0,50,10,0,1,0,0,,10.7,0,0,17,17,623,383.6667,239.3333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15E,15,E,Open,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Open,H.glutinosum.Open.15,15E.H.glutinosum.Solo,0,90,10,10,NA,10,5,3,4,0.4,D,NA,NA,23.8,13.5,13.9,17.06666667,12.13333333,11.5,13.9,11,12.13333333,16.9,26.2,20.3,21.13333333,14.4,19.3,18.4,17.36666667,17.36666667,8.5,5.6,6.6,6.9,7.6,7.6,NA,7.6,7.6,-4.533333333,100,0,0,0,0,1,0,0,,10.7,0,0,0,0,0,8.5,-8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15E,15,E,Open,M.minima,Solo,M.minima.Solo,M.minima.Solo.Open,M.minima.Open.15,15E.M.minima.Solo,0,30,20,20,NA,5,70,5,37.5,1.875,S,NA,NA,23.8,13.5,13.9,17.06666667,14.56666667,14.9,13.9,14.9,14.56666667,16.9,26.2,20.3,21.13333333,18.4,19.8,17.4,18.53333333,18.53333333,8.5,5.6,6.6,6.9,5.6,8.1,NA,6.85,6.85,-7.716666667,100,0,0,0,0,1,0,0,,10.7,0,0,7,7,7,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15E,15,E,Open,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Open,P.canescens.Open.15,15E.P.canescens.Solo,0,250,180,180,NA,60,135,70,102.5,0.569444444,B,NA,NA,23.8,13.5,13.9,17.06666667,12.96666667,13,13.9,12,12.96666667,16.9,26.2,20.3,21.13333333,16.4,16.4,18.4,17.06666667,17.06666667,8.5,5.6,6.6,6.9,4.6,5.6,NA,5.1,5.1,-7.866666667,90,0,0,10,0,1,0,0,,10.7,0,0,39,35,2965,2240.3333,724.6667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15F,15,F,Shade,A.calendula,Solo,A.calendula.Solo,A.calendula.Solo.Shade,A.calendula.Shade.15,15F.A.calendula.Solo,0,170,130,130,NA,120,120,85,102.5,0.788461538,,NA,NA,11,11,13.5,11.83333333,14.4,13.9,14.4,14.9,14.4,16.9,14.9,15.9,15.9,17.9,17.9,18.9,18.23333333,18.23333333,5.6,5.6,8.1,6.433333333,7.1,7.6,9.5,8.066666667,8.066666667,-6.333333333,0,0,0,60,0,1,40,0,,4.4,46.104,0,16,16,880,880,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15F,15,F,Shade,H.glabra,Solo,H.glabra.Solo,H.glabra.Solo.Shade,H.glabra.Shade.15,15F.H.glabra.Solo,0,35,30,30,NA,35,35,25,30,1,,NA,NA,11,11,13.5,11.83333333,12.33333333,13,12,12,12.33333333,16.9,14.9,15.9,15.9,13.9,15.9,17.9,15.9,15.9,5.6,5.6,8.1,6.433333333,6.1,6.1,6.6,6.266666667,6.266666667,-6.066666667,10,40,0,30,0,1,20,0,,4.4,46.104,0,4,4,108,97.333333,10.666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15F,15,F,Shade,P.airoides,Solo,P.airoides.Solo,P.airoides.Solo.Shade,P.airoides.Shade.15,15F.P.airoides.Solo,0,70,170,170,NA,25,40,20,30,0.176470588,,NA,NA,11,11,13.5,11.83333333,9.833333333,10,11,8.5,9.833333333,16.9,14.9,15.9,15.9,NA,NA,NA,NA,NA,5.6,5.6,8.1,6.433333333,4.6,5.6,6.1,5.433333333,5.433333333,-4.4,80,0,10,0,0,1,10,0,,4.4,46.104,0,4,4,387,216,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15F,15,F,Shade,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Shade,P.canescens.Shade.15,15F.P.canescens.Solo,0,220,260,260,NA,70,150,60,105,0.403846154,,NA,NA,11,11,13.5,11.83333333,14.23333333,14.4,14.4,13.9,14.23333333,16.9,14.9,15.9,15.9,18.4,16.9,17.9,17.73333333,17.73333333,5.6,5.6,8.1,6.433333333,6.1,7.1,7.1,6.766666667,6.766666667,-7.466666667,90,10,0,0,0,1,0,0,,4.4,46.104,0,12,8,562,731.75,-169.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15F,15,F,Shade,V.rosea,Solo,V.rosea.Solo,V.rosea.Solo.Shade,V.rosea.Shade.15,15F.V.rosea.Solo,0,50,60,60,NA,20,20,20,20,0.333333333,,NA,NA,11,11,13.5,11.83333333,12.33333333,13.5,11.5,12,12.33333333,16.9,14.9,15.9,15.9,14.9,15.9,16.9,15.9,15.9,5.6,5.6,8.1,6.433333333,6.1,7.6,7.6,7.1,7.1,-5.233333333,80,0,0,10,0,1,10,0,,4.4,46.104,0,16,13,46,31.75,14.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15G,15,G,Shade,H.glabra,Solo,H.glabra.Solo,H.glabra.Solo.Shade,H.glabra.Shade.15,15G.H.glabra.Solo,0,20,20,20,NA,60,60,20,40,2,I,NA,NA,11.5,13.5,11,12,10.83333333,11.5,11.5,9.5,10.83333333,15.4,15.4,16.9,15.9,13.9,14.9,14.9,14.56666667,14.56666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,0,20,0,1,0,0,,8.4,91.049,0,4,4,96,97.333333,-1.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15G,15,G,Shade,V.rosea,Solo,V.rosea.Solo,V.rosea.Solo.Shade,V.rosea.Shade.15,15G.V.rosea.Solo,0,80,40,40,NA,38,50,25,37.5,0.9375,B,NA,NA,11.5,13.5,11,12,12.16666667,12,12,12.5,12.16666667,15.4,15.4,16.9,15.9,13.5,15.4,15.4,14.76666667,14.76666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,0,5,30,0,1,0,0,,8.4,91.049,0,1,1,4,31.75,-27.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15H,15,H,Shade,H.glabra,Solo,H.glabra.Solo,H.glabra.Solo.Shade,H.glabra.Shade.15,15H.H.glabra.Solo,0,60,40,40,NA,55,55,30,42.5,1.0625,B,NA,NA,21.8,19.8,21.3,20.96666667,25.53333333,24.7,26.7,25.2,25.53333333,26.2,28.2,28.2,27.53333333,28.2,31.1,31.6,30.3,30.3,18.4,10,11.5,13.3,13.9,13.9,14.9,14.23333333,14.23333333,-11.3,50,30,20,0,0,1,0,0,,13.3,46.45,0,2,2,88,97.333333,-9.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15H,15,H,Shade,M.minima,Solo,M.minima.Solo,M.minima.Solo.Shade,M.minima.Shade.15,15H.M.minima.Solo,0,100,60,60,NA,10,15,3,9,0.15,BF,NA,NA,21.8,19.8,21.3,20.96666667,27.76666667,25.2,29.2,28.9,27.76666667,26.2,28.2,28.2,27.53333333,30.6,28.2,30.6,29.8,29.8,18.4,10,11.5,13.3,13,14.9,13.9,13.93333333,13.93333333,-13.83333333,60,0,20,20,0,1,0,0,,13.3,46.45,0,1,1,1,4.666667,-3.666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15H,15,H,Shade,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Shade,P.canescens.Shade.15,15H.P.canescens.Solo,0,190,180,180,NA,70,70,50,60,0.333333333,B,NA,NA,21.8,19.8,21.3,20.96666667,15.23333333,15.4,14.4,15.9,15.23333333,26.2,28.2,28.2,27.53333333,18.4,19.8,20.8,19.66666667,19.66666667,18.4,10,11.5,13.3,7.1,7.1,6.6,6.933333333,6.933333333,-8.3,30,20,40,10,0,1,0,0,,13.3,46.45,0,10,8,608,731.75,-123.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15I,15,I,Open,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Open,H.glutinosum.Open.15,15I.H.glutinosum.Solo,0,60,60,60,NA,10,10,5,7.5,0.125,B,NA,NA,12.5,13,11.5,12.33333333,11.83333333,11.5,12,12,11.83333333,15.4,16.4,16.9,16.23333333,13.9,14.4,15.9,14.73333333,14.73333333,4.1,4.6,4.6,4.433333333,3.1,4.6,4.1,3.933333333,3.933333333,-7.9,40,0,60,0,0,0,0,0,,11.1,7.282,0,3,3,17,8.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15I,15,I,Open,P.airoides,Solo,P.airoides.Solo,P.airoides.Solo.Open,P.airoides.Open.15,15I.P.airoides.Solo,0,75,25,25,NA,18,18,10,14,0.56,I,NA,NA,12.5,13,11.5,12.33333333,11.33333333,12.5,12,9.5,11.33333333,15.4,16.4,16.9,16.23333333,15.4,13,14.4,14.26666667,14.26666667,4.1,4.6,4.6,4.433333333,4.6,3.1,4.1,3.933333333,3.933333333,-7.4,90,0,10,0,0,0,0,0,,11.1,7.282,0,3,3,146,274,-128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15I,15,I,Open,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Open,P.canescens.Open.15,15I.P.canescens.Solo,0,320,200,200,NA,90,200,110,155,0.775,B,NA,NA,12.5,13,11.5,12.33333333,11.83333333,11.5,11.5,12.5,11.83333333,15.4,16.4,16.9,16.23333333,15.9,14.4,16.4,15.56666667,15.56666667,4.1,4.6,4.6,4.433333333,3.6,4.6,4.1,4.1,4.1,-7.733333333,100,0,0,0,0,0,0,0,,11.1,7.282,0,22,16,1382,2240.3333,-858.3333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15I,15,I,Open,V.rosea,Solo,V.rosea.Solo,V.rosea.Solo.Open,V.rosea.Open.15,15I.V.rosea.Solo,0,110,40,40,NA,40,40,40,40,1,BF,NA,NA,12.5,13,11.5,12.33333333,12.33333333,11.5,12,13.5,12.33333333,15.4,16.4,16.9,16.23333333,16.9,13.5,17.4,15.93333333,15.93333333,4.1,4.6,4.6,4.433333333,4.6,4.6,5.1,4.766666667,4.766666667,-7.566666667,40,0,60,0,0,0,0,0,,11.1,7.282,0,16,12,41,76,-35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15J,15,J,Shade,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Shade,H.glutinosum.Shade.15,15J.H.glutinosum.Solo,0,100,70,70,NA,7,10,7,8.5,0.121428571,,NA,NA,15.4,14.9,12,14.1,13.46666667,13.9,13.5,13,13.46666667,16.9,18.4,18.4,17.9,18.4,16.9,17.4,17.56666667,17.56666667,7.6,8.1,8.5,8.066666667,6.1,7.1,7.6,6.933333333,6.933333333,-6.533333333,60,20,20,0,0,1,0,0,,2.7,44.412,0,1,1,0,22,-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15J,15,J,Shade,P.airoides,Solo,P.airoides.Solo,P.airoides.Solo.Shade,P.airoides.Shade.15,15J.P.airoides.Solo,0,90,20,20,NA,15,15,0,7.5,0.375,,NA,NA,15.4,14.9,12,14.1,12.83333333,13,13.5,12,12.83333333,16.9,18.4,18.4,17.9,17.9,16.4,16.9,17.06666667,17.06666667,7.6,8.1,8.5,8.066666667,7.1,6.1,6.1,6.433333333,6.433333333,-6.4,40,40,20,0,0,1,0,0,,2.7,44.412,0,2,2,45,216,-171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15J,15,J,Shade,V.rosea,Solo,V.rosea.Solo,V.rosea.Solo.Shade,V.rosea.Shade.15,15J.V.rosea.Solo,0,60,100,100,NA,50,50,35,42.5,0.425,,NA,NA,15.4,14.9,12,14.1,12.33333333,13,12,12,12.33333333,16.9,18.4,18.4,17.9,14.9,16.9,16.9,16.23333333,16.23333333,7.6,8.1,8.5,8.066666667,5.6,6.1,6.1,5.933333333,5.933333333,-6.4,40,20,40,0,0,1,0,0,,2.7,44.412,0,14,13,47,31.75,15.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15K,15,K,Open,H.glabra,Solo,H.glabra.Solo,H.glabra.Solo.Open,H.glabra.Open.15,15K.H.glabra.Solo,0,40,30,30,NA,80,80,60,70,2.333333333,B,NA,NA,10.5,11,11.5,11,16.23333333,16.4,16.4,15.9,16.23333333,12.5,13,15.4,13.63333333,20.3,18.4,17.4,18.7,18.7,5.6,5.6,8.5,6.566666667,5.1,5.1,6.6,5.6,5.6,-10.63333333,60,0,0,10,0,0,30,0,,14.5,28.348,0,13,13,614,582,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15L,15,L,Open,V.rosea,Solo,V.rosea.Solo,V.rosea.Solo.Open,V.rosea.Open.15,15L.V.rosea.Solo,0,35,10,10,NA,50,50,20,35,3.5,,NA,NA,8.5,8.5,10,9,8.7,8.1,8.5,9.5,8.7,12,10,10.5,10.83333333,9,8.5,10.5,9.333333333,9.333333333,4.1,4.6,4.1,4.266666667,2.2,4.1,4.1,3.466666667,3.466666667,-5.233333333,80,0,0,10,0,0,10,0,,6.7,8.116,0,46,31,111,76,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15M,15,M,Shade,M.minima,Solo,M.minima.Solo,M.minima.Solo.Shade,M.minima.Shade.15,15M.M.minima.Solo,0,120,55,55,NA,15,30,10,20,0.363636364,S,NA,NA,20.8,24.7,17.4,20.96666667,19.66666667,19.8,17.9,21.3,19.66666667,25.7,26.7,25.7,26.03333333,22.8,21.3,21.8,21.96666667,21.96666667,13,9.5,8.5,10.33333333,8.5,10.5,11.5,10.16666667,10.16666667,-9.5,70,0,10,20,0,1,0,0,,9,45.8,0,2,2,2,4.666667,-2.666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15M,15,M,Shade,T.cyanopetala,Solo,T.cyanopetala.Solo,T.cyanopetala.Solo.Shade,T.cyanopetala.Shade.15,15M.T.cyanopetala.Solo,0,55,80,80,NA,40,120,35,77.5,0.96875,FS,NA,NA,20.8,24.7,17.4,20.96666667,20.33333333,21.3,21.8,17.9,20.33333333,25.7,26.7,25.7,26.03333333,24.3,23.8,26.7,24.93333333,24.93333333,13,9.5,8.5,10.33333333,9,11,12,10.66666667,10.66666667,-9.666666667,70,10,10,10,0,1,0,0,,9,45.8,0,32,32,174,154.666667,19.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2A,2,A,Shade,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Shade,H.glutinosum.Shade.2,2A.H.glutinosum.Solo,0,50,70,70,NA,8,18,25,21.5,0.307142857,F,NA,NA,18.4,16.4,18.4,17.73333333,18.23333333,18.4,18.4,17.9,18.23333333,15.9,18.4,17.4,17.23333333,18.4,16.9,17.4,17.56666667,17.56666667,6.1,6.1,NA,6.1,4.1,NA,NA,4.1,4.1,-14.13333333,80,0,20,0,0,0,0,0,,4.7,42.4,0,4,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2A,2,A,Shade,P.airoides,Solo,P.airoides.Solo,P.airoides.Solo.Shade,P.airoides.Shade.2,2A.P.airoides.Solo,0,90,35,35,NA,15,25,5,15,0.428571429,B,NA,NA,18.4,16.4,18.4,17.73333333,18.23333333,18.4,18.9,17.4,18.23333333,15.9,18.4,17.4,17.23333333,19.3,20.8,19.8,19.96666667,19.96666667,6.1,6.1,NA,6.1,4.1,NA,NA,4.1,4.1,-14.13333333,100,0,0,0,0,0,0,0,,4.7,42.4,0,4,4,175,196.5,-21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2A,2,A,Shade,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Shade,P.canescens.Shade.2,2A.P.canescens.Solo,0,270,230,230,NA,7,80,35,57.5,0.25,B,NA,NA,18.4,16.4,18.4,17.73333333,17.9,17.4,17.9,18.4,17.9,15.9,18.4,17.4,17.23333333,18.4,21.3,20.8,20.16666667,20.16666667,6.1,6.1,NA,6.1,5.1,NA,NA,5.1,5.1,-12.8,100,0,0,0,0,0,0,0,,4.7,42.4,0,17,16,355,177.5,177.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2B,2,B,Open,A.calendula,Solo,A.calendula.Solo,A.calendula.Solo.Open,A.calendula.Open.2,2B.A.calendula.Solo,0,70,90,90,NA,70,75,45,60,0.666666667,BF,NA,NA,14.4,12,13.5,13.3,14.43333333,13,14.4,15.9,14.43333333,12,13.9,13.9,13.26666667,13.9,14.9,15.9,14.9,14.9,4.1,4.6,5.1,4.6,4.6,5.6,5.1,5.1,5.1,-9.333333333,70,0,0,0,30,0,0,0,,7.3,0,0,7,7,182,161.5,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2B,2,B,Open,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Open,H.glutinosum.Open.2,2B.H.glutinosum.Solo,0,60,70,70,NA,10,18,7,12.5,0.178571429,F,NA,NA,14.4,12,13.5,13.3,15.56666667,15.4,16.4,14.9,15.56666667,12,13.9,13.9,13.26666667,14.9,16.4,17.4,16.23333333,16.23333333,4.1,4.6,5.1,4.6,4.6,5.6,6.1,5.433333333,5.433333333,-10.13333333,40,0,60,0,0,0,0,0,,7.3,0,0,3,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2B,2,B,Open,P.airoides,Solo,P.airoides.Solo,P.airoides.Solo.Open,P.airoides.Open.2,2B.P.airoides.Solo,0,40,50,50,NA,25,20,18,19,0.38,B,NA,NA,14.4,12,13.5,13.3,15.9,15.4,14.4,17.9,15.9,12,13.9,13.9,13.26666667,17.4,14.4,14.9,15.56666667,15.56666667,4.1,4.6,5.1,4.6,5.1,5.1,5.6,5.266666667,5.266666667,-10.63333333,80,0,20,0,0,0,0,0,,7.3,0,0,4,4,240,333,-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
