Block,Transect,Pair,Plot.ID,Treatment,Species,Count,Exotic.count,Exotic,Date,Growth.form,Plant.rep,Plant.biomass,Total.biomass.g,Mean.biomass.perindivid.g,Dist.to.tree,Mean.SM,Meancanopy.NWE,t1.phosphorus,t2.phosphorus,t1.nitrate,t2.nitrate,t1.ph.h2o,t2.ph.h2o
11,S,3,11.S.3.C,Control,P.lessonii,2,0,0,4-Oct-13,Annual.forb,2,0.0115,0.032,0.016,10,3,11.6,4,2,2,2,6,5.9
11,S,3,11.S.3.L,Litter,P.lessonii,5,0,0,4-Oct-13,Annual.forb,1,0.0027,0.0267,0.00534,10,3,9.52,3,2,2,2,6.2,5.9
11,S,3,11.S.3.L,Litter,P.lessonii,5,0,0,4-Oct-13,Annual.forb,2,0.0069,0.0267,0.00534,10,3,9.52,3,2,2,2,6.2,5.9
11,S,3,11.S.3.L,Litter,P.lessonii,5,0,0,4-Oct-13,Annual.forb,3,0.0054,0.0267,0.00534,10,3,9.52,3,2,2,2,6.2,5.9
11,S,3,11.S.3.L,Litter,P.lessonii,5,0,0,4-Oct-13,Annual.forb,4,0.0071,0.0267,0.00534,10,3,9.52,3,2,2,2,6.2,5.9
11,S,3,11.S.3.L,Litter,P.lessonii,5,0,0,4-Oct-13,Annual.forb,5,0.0046,0.0267,0.00534,10,3,9.52,3,2,2,2,6.2,5.9
11,N,4,11.N.4.C,Control,R.laevis,6,0,0,4-Oct-13,Annual.forb,NA,NA,0.0707,0.011783333,5.6,3,55.28,9,5,4,20,6.5,6.3
13,N,1,13.N.1.C,Control,R.laevis,8,0,0,7-Oct-13,Annual.forb,NA,NA,0.0446,0.005575,6.9,4.666666667,0.16,2,2,5,2,5.7,5.9
13,N,1,13.N.1.L,Litter,R.laevis,4,0,0,7-Oct-13,Annual.forb,1,0.0197,0.0507,0.012675,6.9,5,0.16,2,2,8,3,5.9,5.5
13,N,1,13.N.1.L,Litter,R.laevis,4,0,0,7-Oct-13,Annual.forb,2,0.0105,0.0507,0.012675,6.9,5,0.16,2,2,8,3,5.9,5.5
13,N,1,13.N.1.L,Litter,R.laevis,4,0,0,7-Oct-13,Annual.forb,3,0.014,0.0507,0.012675,6.9,5,0.16,2,2,8,3,5.9,5.5
13,N,1,13.N.1.L,Litter,R.laevis,4,0,0,7-Oct-13,Annual.forb,4,0.0065,0.0507,0.012675,6.9,5,0.16,2,2,8,3,5.9,5.5
13,N,2,13.N.2.C,Control,R.laevis,3,0,0,7-Oct-13,Annual.forb,1,0.0185,0.0349,0.011633333,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.C,Control,R.laevis,3,0,0,7-Oct-13,Annual.forb,2,0.0086,0.0349,0.011633333,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.C,Control,R.laevis,3,0,0,7-Oct-13,Annual.forb,3,0.0078,0.0349,0.011633333,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.L,Litter,R.laevis,4,0,0,NA,Annual.forb,NA,NA,NA,NA,5.4,5,0.16,2,2,3,2,6.1,5.6
13,N,3,13.N.3.C,Control,R.laevis,15,0,0,6-Oct-13,Annual.forb,NA,NA,0.9915,0.0661,3.9,4.333333333,0.853333333,4,2,7,2,5.5,5.7
13,N,3,13.N.3.L,Litter,R.laevis,1,0,0,6-Oct-13,Annual.forb,NA,NA,0.0619,0.015475,3.9,5,0.16,4,2,7,4,6.3,5.3
13,N,4,13.N.4.C,Control,R.laevis,15,0,0,6-Oct-13,Annual.forb,NA,NA,NA,NA,2.4,4,5.013333333,2,3,4,5,5.5,5.3
13,S,1,13.S.1.C,Control,R.laevis,7,0,0,NA,Annual.forb,NA,NA,NA,NA,7.1,3.666666667,2.24,3,2,1,5,5.6,5.4
13,S,1,13.S.1.L,Litter,R.laevis,10,0,0,6-Oct-13,Annual.forb,NA,NA,0.4543,0.04543,7.1,5,2.24,5,2,9,2,5.6,5.6
13,S,2,13.S.2.L,Litter,R.laevis,2,0,0,6-Oct-13,Annual.forb,1,0.0176,0.0309,0.01545,5.6,4.333333333,6.4,2,2,2,2,5.5,5.6
13,S,2,13.S.2.L,Litter,R.laevis,2,0,0,6-Oct-13,Annual.forb,2,0.0133,0.0309,0.01545,5.6,4.333333333,6.4,2,2,2,2,5.5,5.6
13,S,3,13.S.3.C,Control,R.laevis,4,0,0,6-Oct-13,Annual.forb,NA,NA,0.1549,0.038725,4.1,5,18.18666667,2,2,1,2,5.7,5.1
13,S,3,13.S.3.L,Litter,R.laevis,7,0,0,6-Oct-13,Annual.forb,NA,NA,0.4575,0.065357143,4.1,5.333333333,18.18666667,2,2,3,2,5.7,5.6
13,S,4,13.S.4.C,Control,R.laevis,1,0,0,6-Oct-13,Annual.forb,1,0.0537,0.0537,0.0537,2.6,4.666666667,61.17333333,2,2,1,3,5.9,4.9
13,S,4,13.S.4.L,Litter,R.laevis,5,0,0,6-Oct-13,Annual.forb,1,0.17,0.68,0.136,2.6,5.333333333,67.76,2,2,4,2,5.3,5.6
13,S,4,13.S.4.L,Litter,R.laevis,5,0,0,6-Oct-13,Annual.forb,2,0.32,0.68,0.136,2.6,5.333333333,67.76,2,2,4,2,5.3,5.6
13,S,4,13.S.4.L,Litter,R.laevis,5,0,0,6-Oct-13,Annual.forb,3,0.14,0.68,0.136,2.6,5.333333333,67.76,2,2,4,2,5.3,5.6
13,S,4,13.S.4.L,Litter,R.laevis,5,0,0,6-Oct-13,Annual.forb,4,0.02,0.68,0.136,2.6,5.333333333,67.76,2,2,4,2,5.3,5.6
13,S,4,13.S.4.L,Litter,R.laevis,5,0,0,6-Oct-13,Annual.forb,5,0.03,0.68,0.136,2.6,5.333333333,67.76,2,2,4,2,5.3,5.6
13,S,5,13.S.5.C,Control,R.laevis,1,0,0,6-Oct-13,Annual.forb,1,0.0057,0.0057,0.0057,0.9,6.333333333,60.82666667,3,3,1,2,5,5.3
13,S,5,13.S.5.L,Litter,R.laevis,3,0,0,6-Oct-13,Annual.forb,NA,NA,0.0852,0.0284,0.9,6.666666667,91.33333333,4,2,6,2,5.1,4.9
14,S,4,14.S.4.L,Litter,R.laevis,3,0,0,5-Oct-13,Annual.forb,NA,NA,0.0549,0.0183,5.5,4,41.06666667,4,2,6,3,5.5,5.4
14,S,5,14.S.5.C,Control,R.polyphylla,1,0,0,5-Oct-13,Annual.forb,1,0.0275,0.0275,0.0275,2,6.666666667,71.92,3,3,2,7,6.2,6.3
13,N,1,13.N.1.C,Control,R.pygmaea,5,0,0,7-Oct-13,Annual.forb,NA,NA,0.0991,0.01982,6.9,4.666666667,0.16,2,2,5,2,5.7,5.9
13,N,1,13.N.1.L,Litter,R.pygmaea,3,0,0,7-Oct-13,Annual.forb,NA,NA,0.1286,0.042866667,6.9,5,0.16,2,2,8,3,5.9,5.5
10,N,2,10.N.2.C,Control,T.cyanopetala,1,0,0,2-Oct-13,Annual.forb,1,0.3986,0.3986,0.3986,9.5,4,26.85333333,7,6,8,11,7,6.6
10,N,3,10.N.3.L,Litter,T.cyanopetala,3,0,0,2-Oct-13,Annual.forb,1,0.0249,0.0458,0.015266667,7.5,4,45.57333333,6,3,7,3,6.7,6.5
10,N,3,10.N.3.L,Litter,T.cyanopetala,3,0,0,2-Oct-13,Annual.forb,2,0.0088,0.0458,0.015266667,7.5,4,45.57333333,6,3,7,3,6.7,6.5
10,N,3,10.N.3.L,Litter,T.cyanopetala,3,0,0,2-Oct-13,Annual.forb,3,0.0121,0.0458,0.015266667,7.5,4,45.57333333,6,3,7,3,6.7,6.5
11,S,1,11.S.1.C,Control,T.cyanopetala,6,0,0,4-Oct-13,Annual.forb,1,0.0162,0.3383,0.056383333,13.2,4,5.706666667,4,2,3,3,5.8,5.6
11,S,1,11.S.1.C,Control,T.cyanopetala,6,0,0,4-Oct-13,Annual.forb,2,0.0064,0.3383,0.056383333,13.2,4,5.706666667,4,2,3,3,5.8,5.6
11,S,1,11.S.1.C,Control,T.cyanopetala,6,0,0,4-Oct-13,Annual.forb,3,0.0178,0.3383,0.056383333,13.2,4,5.706666667,4,2,3,3,5.8,5.6
11,S,1,11.S.1.C,Control,T.cyanopetala,6,0,0,4-Oct-13,Annual.forb,4,0.1449,0.3383,0.056383333,13.2,4,5.706666667,4,2,3,3,5.8,5.6
11,S,1,11.S.1.C,Control,T.cyanopetala,6,0,0,4-Oct-13,Annual.forb,5,0.0872,0.3383,0.056383333,13.2,4,5.706666667,4,2,3,3,5.8,5.6
11,S,1,11.S.1.C,Control,T.cyanopetala,6,0,0,4-Oct-13,Annual.forb,6,0.0658,0.3383,0.056383333,13.2,4,5.706666667,4,2,3,3,5.8,5.6
11,S,1,11.S.1.L,Litter,T.cyanopetala,1,0,0,4-Oct-13,Annual.forb,1,0.0096,0.0096,0.0096,13.2,4,2.933333333,3,2,3,2,6.2,5.8
13,N,5,13.N.5.L,Litter,T.cyanopetala,2,0,0,6-Oct-13,Annual.forb,1,0.4049,0.8638,0.4319,0.9,5,71.57333333,2,3,4,4,4.9,5.1
13,N,5,13.N.5.L,Litter,T.cyanopetala,2,0,0,6-Oct-13,Annual.forb,2,0.4589,0.8638,0.4319,0.9,5,71.57333333,2,3,4,4,4.9,5.1
14,S,1,14.S.1.L,Litter,T.cyanopetala,1,0,0,4-Oct-13,Annual.forb,1,0.0387,0.0387,0.0387,13,3,1.546666667,2,4,3,2,5.7,5.4
14,S,5,14.S.5.C,Control,T.cyanopetala,3,0,0,5-Oct-13,Annual.forb,1,0.0211,0.0396,0.0132,2,6.666666667,71.92,3,3,2,7,6.2,6.3
14,S,5,14.S.5.C,Control,T.cyanopetala,3,0,0,5-Oct-13,Annual.forb,2,0.0138,0.0396,0.0132,2,6.666666667,71.92,3,3,2,7,6.2,6.3
14,S,5,14.S.5.C,Control,T.cyanopetala,3,0,0,5-Oct-13,Annual.forb,3,0.0047,0.0396,0.0132,2,6.666666667,71.92,3,3,2,7,6.2,6.3
15,N,3,15.N.3.L,Litter,T.cyanopetala,1,0,0,3-Oct-13,Annual.forb,1,0.0203,0.0203,0.0203,6,4,36.21333333,2,2,2,2,5.6,5.5
10,N,2,10.N.2.C,Control,T.insingiana,NA,0,0,2-Oct-13,Annual.forb,NA,NA,NA,NA,9.5,4,26.85333333,7,6,8,11,7,6.6
10,N,3,10.N.3.C,Control,T.insingiana,3,0,0,2-Oct-13,Annual.forb,NA,NA,0.2872,0.2872,7.5,4,42.10666667,7,2,8,5,7.1,7.1
10,N,4,10.N.4.C,Control,T.insingiana,1,0,0,2-Oct-13,Annual.forb,1,0.1401,0.1404,0.1401,3.5,3.666666667,77.12,14,5,23,88,6.6,6.6
10,N,4,10.N.4.L,Litter,T.insingiana,1,0,0,2-Oct-13,Annual.forb,1,0.0309,0.0309,0.0309,3.5,3.666666667,80.24,7,5,8,29,6.6,6.4
10,N,5,10.N.5.C,Control,T.insingiana,2,0,0,2-Oct-13,Annual.forb,1,0.0239,0.1548,0.0774,2.5,4,78.85333333,7,8,7,21,6.9,6.5
10,N,5,10.N.5.C,Control,T.insingiana,2,0,0,2-Oct-13,Annual.forb,2,0.1309,0.1548,0.0774,2.5,4,78.85333333,7,8,7,21,6.9,6.5
10,S,1,10.S.1.L,Litter,T.insingiana,3,0,0,2-Oct-13,Annual.forb,NA,NA,0.1125,0.0375,11.5,5,18.18666667,4,3,9,2,6.4,6.4
10,S,2,10.S.2.C,Control,T.insingiana,6,0,0,2-Oct-13,Annual.forb,NA,NA,0.2865,0.04775,9.5,5,28.58666667,2,2,1,1,6.4,6.8
10,S,2,10.S.2.L,Litter,T.insingiana,17,0,0,2-Oct-13,Annual.forb,NA,NA,0.4662,0.027423529,9.5,5,29.62666667,3,3,2,1,6.1,6.5
10,S,5,10.S.5.C,Control,T.insingiana,1,0,0,2-Oct-13,Annual.forb,1,0.0174,0.0174,0.0174,3.5,4,77.81333333,5,4,7,4,6.6,6.8
11,N,1,11.N.1.C,Control,T.insingiana,18,0,0,4-Oct-13,Annual.forb,NA,NA,0.3214,0.017855556,13.6,3.666666667,26.85333333,4,2,6,3,6.3,6.8
11,N,1,11.N.1.L,Litter,T.insingiana,2,0,0,4-Oct-13,Annual.forb,NA,NA,0.0123,0.00615,13.6,3.666666667,15.41333333,4,3,7,4,6.4,6.2
11,N,2,11.N.2.C,Control,T.insingiana,4,0,0,4-Oct-13,Annual.forb,NA,NA,0.0787,0.019675,12.1,3.333333333,22,4,2,7,2,6.1,6.4
11,N,2,11.N.2.L,Litter,T.insingiana,12,0,0,4-Oct-13,Annual.forb,NA,NA,0.3681,0.030675,12.1,4,18.53333333,4,2,6,4,6.5,6.3
11,N,3,11.N.3.C,Control,T.insingiana,1,0,0,4-Oct-13,Annual.forb,1,0.0099,0.0099,0.0099,10.3,3,22.34666667,6,3,13,2,6.1,6.4
11,N,3,11.N.3.L,Litter,T.insingiana,7,0,0,4-Oct-13,Annual.forb,NA,NA,0.1685,0.024071429,10.3,3.666666667,16.8,6,3,16,3,6.2,6.3
14,N,1,14.N.1.C,Control,T.insingiana,25,0,0,5-Oct-13,Annual.forb,NA,NA,0.7375,0.0295,13,3,16.45333333,3,4,4,5,5.9,5.8
14,N,2,14.N.2.C,Control,T.insingiana,26,0,0,5-Oct-13,Annual.forb,NA,NA,0.9746,0.037484615,11,3,7.44,4,10,2,3,6.1,6
14,N,2,14.N.2.L,Litter,T.insingiana,3,0,0,5-Oct-13,Annual.forb,NA,NA,0.0351,0.0117,11,3,24.08,3,2,1,2,6.3,6.1
14,N,3,14.N.3.L,Litter,T.insingiana,1,0,0,5-Oct-13,Annual.forb,1,0.015,0.015,0.015,9,3,23.73333333,6,4,5,5,6.3,6.1
10,N,1,10.N.1.C,Control,U.anthemoides,1,1,1,2-Oct-13,Annual.forb,1,0.3653,0.3653,0.3653,11.5,4.333333333,18.18666667,4,2,10,4,6.5,6.3
10,N,1,10.N.1.L,Litter,U.anthemoides,1,1,1,2-Oct-13,Annual.forb,1,0.1472,0.1472,0.1472,11.5,3.666666667,24.77333333,5,3,6,4,6.9,6.9
10,N,2,10.N.2.L,Litter,U.anthemoides,1,1,1,2-Oct-13,Annual.forb,1,2.96,2.96,2.96,9.5,4,32.74666667,13,6,7,8,6.6,6.5
10,N,4,10.N.4.C,Control,U.anthemoides,5,5,1,2-Oct-13,Annual.forb,1,0.27,1.92,0.384,3.5,3.666666667,77.12,14,5,23,88,6.6,6.6
10,N,4,10.N.4.C,Control,U.anthemoides,5,5,1,2-Oct-13,Annual.forb,2,0.38,1.92,0.384,3.5,3.666666667,77.12,14,5,23,88,6.6,6.6
10,N,4,10.N.4.C,Control,U.anthemoides,5,5,1,2-Oct-13,Annual.forb,3,0.34,1.92,0.384,3.5,3.666666667,77.12,14,5,23,88,6.6,6.6
10,N,4,10.N.4.C,Control,U.anthemoides,5,5,1,2-Oct-13,Annual.forb,4,0.46,1.92,0.384,3.5,3.666666667,77.12,14,5,23,88,6.6,6.6
10,N,4,10.N.4.C,Control,U.anthemoides,5,5,1,2-Oct-13,Annual.forb,5,0.47,1.92,0.384,3.5,3.666666667,77.12,14,5,23,88,6.6,6.6
10,N,4,10.N.4.L,Litter,U.anthemoides,3,3,1,2-Oct-13,Annual.forb,1,0.9976,1.502,0.500666667,3.5,3.666666667,80.24,7,5,8,29,6.6,6.4
10,N,4,10.N.4.L,Litter,U.anthemoides,3,3,1,2-Oct-13,Annual.forb,2,0.0275,1.502,0.500666667,3.5,3.666666667,80.24,7,5,8,29,6.6,6.4
10,N,4,10.N.4.L,Litter,U.anthemoides,3,3,1,2-Oct-13,Annual.forb,3,0.4769,1.502,0.500666667,3.5,3.666666667,80.24,7,5,8,29,6.6,6.4
10,N,5,10.N.5.C,Control,U.anthemoides,2,2,1,2-Oct-13,Annual.forb,1,0.5898,0.8295,0.41475,2.5,4,78.85333333,7,8,7,21,6.9,6.5
10,N,5,10.N.5.C,Control,U.anthemoides,2,2,1,2-Oct-13,Annual.forb,2,0.2397,0.8295,0.41475,2.5,4,78.85333333,7,8,7,21,6.9,6.5
10,S,2,10.S.2.C,Control,U.anthemoides,1,1,1,2-Oct-13,Annual.forb,1,0.1319,0.1319,0.1319,9.5,5,28.58666667,2,2,1,1,6.4,6.8
10,S,2,10.S.2.L,Litter,U.anthemoides,1,1,1,2-Oct-13,Annual.forb,1,0.0676,0.0676,0.0676,9.5,5,29.62666667,3,3,2,1,6.1,6.5
10,S,3,10.S.3.C,Control,U.anthemoides,5,5,1,2-Oct-13,Annual.forb,1,0.0331,0.4932,0.09864,7.5,4,43.49333333,6,2,5,1,6.5,6.3
10,S,3,10.S.3.C,Control,U.anthemoides,5,5,1,2-Oct-13,Annual.forb,2,0.2266,0.4932,0.09864,7.5,4,43.49333333,6,2,5,1,6.5,6.3
10,S,3,10.S.3.C,Control,U.anthemoides,5,5,1,2-Oct-13,Annual.forb,3,0.1639,0.4932,0.09864,7.5,4,43.49333333,6,2,5,1,6.5,6.3
10,S,3,10.S.3.C,Control,U.anthemoides,5,5,1,2-Oct-13,Annual.forb,4,0.048,0.4932,0.09864,7.5,4,43.49333333,6,2,5,1,6.5,6.3
10,S,3,10.S.3.C,Control,U.anthemoides,5,5,1,2-Oct-13,Annual.forb,5,0.0216,0.4932,0.09864,7.5,4,43.49333333,6,2,5,1,6.5,6.3
10,S,4,10.S.4.C,Control,U.anthemoides,7,7,1,2-Oct-13,Annual.forb,1,0.0168,0.3732,0.053314286,4.5,5.333333333,64.29333333,8,5,4,7,6.8,6.2
10,S,4,10.S.4.C,Control,U.anthemoides,7,7,1,2-Oct-13,Annual.forb,2,0.0594,0.3732,0.053314286,4.5,5.333333333,64.29333333,8,5,4,7,6.8,6.2
10,S,4,10.S.4.C,Control,U.anthemoides,7,7,1,2-Oct-13,Annual.forb,3,0.0861,0.3732,0.053314286,4.5,5.333333333,64.29333333,8,5,4,7,6.8,6.2
10,S,4,10.S.4.C,Control,U.anthemoides,7,7,1,2-Oct-13,Annual.forb,4,0.0381,0.3732,0.053314286,4.5,5.333333333,64.29333333,8,5,4,7,6.8,6.2
10,S,4,10.S.4.C,Control,U.anthemoides,7,7,1,2-Oct-13,Annual.forb,5,0.0888,0.3732,0.053314286,4.5,5.333333333,64.29333333,8,5,4,7,6.8,6.2
10,S,4,10.S.4.C,Control,U.anthemoides,7,7,1,2-Oct-13,Annual.forb,6,0.0287,0.3732,0.053314286,4.5,5.333333333,64.29333333,8,5,4,7,6.8,6.2
10,S,4,10.S.4.C,Control,U.anthemoides,7,7,1,2-Oct-13,Annual.forb,7,0.0553,0.3732,0.053314286,4.5,5.333333333,64.29333333,8,5,4,7,6.8,6.2
10,S,4,10.S.4.L,Litter,U.anthemoides,4,4,1,2-Oct-13,Annual.forb,1,0.0279,1.097,0.27425,4.5,5,58.4,6,5,4,4,6.3,6.2
10,S,4,10.S.4.L,Litter,U.anthemoides,4,4,1,2-Oct-13,Annual.forb,2,0.3452,1.097,0.27425,4.5,5,58.4,6,5,4,4,6.3,6.2
10,S,4,10.S.4.L,Litter,U.anthemoides,4,4,1,2-Oct-13,Annual.forb,3,0.3371,1.097,0.27425,4.5,5,58.4,6,5,4,4,6.3,6.2
10,S,4,10.S.4.L,Litter,U.anthemoides,4,4,1,2-Oct-13,Annual.forb,4,0.3868,1.097,0.27425,4.5,5,58.4,6,5,4,4,6.3,6.2
10,S,5,10.S.5.C,Control,U.anthemoides,5,5,1,2-Oct-13,Annual.forb,1,0.0411,0.5648,0.11296,3.5,4,77.81333333,5,4,7,4,6.6,6.8
10,S,5,10.S.5.C,Control,U.anthemoides,5,5,1,2-Oct-13,Annual.forb,2,0.1516,0.5648,0.11296,3.5,4,77.81333333,5,4,7,4,6.6,6.8
10,S,5,10.S.5.C,Control,U.anthemoides,5,5,1,2-Oct-13,Annual.forb,3,0.0881,0.5648,0.11296,3.5,4,77.81333333,5,4,7,4,6.6,6.8
10,S,5,10.S.5.C,Control,U.anthemoides,5,5,1,2-Oct-13,Annual.forb,4,0.2166,0.5648,0.11296,3.5,4,77.81333333,5,4,7,4,6.6,6.8
10,S,5,10.S.5.C,Control,U.anthemoides,5,5,1,2-Oct-13,Annual.forb,5,0.0674,0.5648,0.11296,3.5,4,77.81333333,5,4,7,4,6.6,6.8
10,S,5,10.S.5.L,Litter,U.anthemoides,2,2,1,2-Oct-13,Annual.forb,1,0.0295,0.9639,0.48195,3.5,6,69.49333333,10,6,6,14,6.8,6.7
10,S,5,10.S.5.L,Litter,U.anthemoides,2,2,1,2-Oct-13,Annual.forb,2,0.9344,0.9639,0.48195,3.5,6,69.49333333,10,6,6,14,6.8,6.7
11,N,1,11.N.1.C,Control,U.anthemoides,1,1,1,4-Oct-13,Annual.forb,1,0.1499,0.1499,0.1499,13.6,3.666666667,26.85333333,4,2,6,3,6.3,6.8
11,N,1,11.N.1.L,Litter,U.anthemoides,5,5,1,4-Oct-13,Annual.forb,1,0.0609,0.7224,0.14448,13.6,3.666666667,15.41333333,4,3,7,4,6.4,6.2
11,N,1,11.N.1.L,Litter,U.anthemoides,5,5,1,4-Oct-13,Annual.forb,2,0.4739,0.7224,0.14448,13.6,3.666666667,15.41333333,4,3,7,4,6.4,6.2
11,N,1,11.N.1.L,Litter,U.anthemoides,5,5,1,4-Oct-13,Annual.forb,3,0.1354,0.7224,0.14448,13.6,3.666666667,15.41333333,4,3,7,4,6.4,6.2
11,N,1,11.N.1.L,Litter,U.anthemoides,5,5,1,4-Oct-13,Annual.forb,4,0.0093,0.7224,0.14448,13.6,3.666666667,15.41333333,4,3,7,4,6.4,6.2
11,N,1,11.N.1.L,Litter,U.anthemoides,5,5,1,4-Oct-13,Annual.forb,5,0.0429,0.7224,0.14448,13.6,3.666666667,15.41333333,4,3,7,4,6.4,6.2
11,N,2,11.N.2.C,Control,U.anthemoides,1,1,1,4-Oct-13,Annual.forb,1,0.1468,0.1468,0.1468,12.1,3.333333333,22,4,2,7,2,6.1,6.4
11,N,4,11.N.4.C,Control,U.anthemoides,1,1,1,4-Oct-13,Annual.forb,1,0.1372,0.1372,0.1372,5.6,3,55.28,9,5,4,20,6.5,6.3
11,N,5,11.N.5.L,Litter,U.anthemoides,2,2,1,4-Oct-13,Annual.forb,1,0.3029,1.0995,0.54975,3.5,4,78.85333333,7,6,5,6,6.4,6.3
11,N,5,11.N.5.L,Litter,U.anthemoides,2,2,1,4-Oct-13,Annual.forb,2,0.7966,1.0995,0.54975,3.5,4,78.85333333,7,6,5,6,6.4,6.3
13,N,1,13.N.1.C,Control,U.anthemoides,1,1,1,7-Oct-13,Annual.forb,1,0.128,0.128,0.128,6.9,4.666666667,0.16,2,2,5,2,5.7,5.9
13,N,3,13.N.3.C,Control,U.anthemoides,1,1,1,6-Oct-13,Annual.forb,1,3.26,3.26,3.26,3.9,4.333333333,0.853333333,4,2,7,2,5.5,5.7
14,N,1,14.N.1.C,Control,U.anthemoides,1,1,1,5-Oct-13,Annual.forb,1,3.01,3.01,3.01,13,3,16.45333333,3,4,4,5,5.9,5.8
14,N,1,14.N.1.L,Litter,U.anthemoides,4,4,1,5-Oct-13,Annual.forb,1,1.4654,1.8011,0.450275,13,3,12.98666667,3,4,1,13,6.3,6.2
14,N,1,14.N.1.L,Litter,U.anthemoides,4,4,1,5-Oct-13,Annual.forb,2,0.0518,1.8011,0.450275,13,3,12.98666667,3,4,1,13,6.3,6.2
14,N,1,14.N.1.L,Litter,U.anthemoides,4,4,1,5-Oct-13,Annual.forb,3,0.0239,1.8011,0.450275,13,3,12.98666667,3,4,1,13,6.3,6.2
14,N,1,14.N.1.L,Litter,U.anthemoides,4,4,1,5-Oct-13,Annual.forb,4,0.26,1.8011,0.450275,13,3,12.98666667,3,4,1,13,6.3,6.2
14,N,4,14.N.4.C,Control,U.anthemoides,1,1,1,5-Oct-13,Annual.forb,1,0.4029,0.4029,0.4029,4,4,40.02666667,10,4,95,6,5.6,5.9
14,N,5,14.N.5.L,Litter,U.anthemoides,5,5,1,5-Oct-13,Annual.forb,1,0.83,6.59,1.318,2,4.333333333,62.21333333,10,13,13,49,5.6,5.8
14,N,5,14.N.5.L,Litter,U.anthemoides,5,5,1,5-Oct-13,Annual.forb,2,1.4,6.59,1.318,2,4.333333333,62.21333333,10,13,13,49,5.6,5.8
14,N,5,14.N.5.L,Litter,U.anthemoides,5,5,1,5-Oct-13,Annual.forb,3,3.44,6.59,1.318,2,4.333333333,62.21333333,10,13,13,49,5.6,5.8
14,N,5,14.N.5.L,Litter,U.anthemoides,5,5,1,5-Oct-13,Annual.forb,4,0.33,6.59,1.318,2,4.333333333,62.21333333,10,13,13,49,5.6,5.8
14,N,5,14.N.5.L,Litter,U.anthemoides,5,5,1,5-Oct-13,Annual.forb,5,0.59,6.59,1.318,2,4.333333333,62.21333333,10,13,13,49,5.6,5.8
14,S,1,14.S.1.L,Litter,U.anthemoides,1,1,1,4-Oct-13,Annual.forb,1,0.5866,0.5866,0.5866,13,3,1.546666667,2,4,3,2,5.7,5.4
14,S,2,14.S.2.L,Litter,U.anthemoides,1,1,1,4-Oct-13,Annual.forb,1,0.2458,0.2458,0.2458,11,4,5.013333333,3,2,5,3,5.8,5.3
14,S,3,14.S.3.C,Control,U.anthemoides,3,3,1,5-Oct-13,Annual.forb,1,0.7772,1.4905,0.496833333,9,4,10.90666667,4,2,4,3,5.5,5.2
14,S,3,14.S.3.C,Control,U.anthemoides,3,3,1,5-Oct-13,Annual.forb,2,0.2764,1.4905,0.496833333,9,4,10.90666667,4,2,4,3,5.5,5.2
14,S,3,14.S.3.C,Control,U.anthemoides,3,3,1,5-Oct-13,Annual.forb,3,0.4369,1.4905,0.496833333,9,4,10.90666667,4,2,4,3,5.5,5.2
14,S,3,14.S.3.L,Litter,U.anthemoides,5,5,1,4-Oct-13,Annual.forb,1,0.9307,2.5583,0.51166,9,4,9.866666667,3,2,5,2,5.5,5.3
14,S,3,14.S.3.L,Litter,U.anthemoides,5,5,1,4-Oct-13,Annual.forb,2,0.6332,2.5583,0.51166,9,4,9.866666667,3,2,5,2,5.5,5.3
14,S,3,14.S.3.L,Litter,U.anthemoides,5,5,1,4-Oct-13,Annual.forb,3,0.1903,2.5583,0.51166,9,4,9.866666667,3,2,5,2,5.5,5.3
14,S,3,14.S.3.L,Litter,U.anthemoides,5,5,1,4-Oct-13,Annual.forb,4,0.325,2.5583,0.51166,9,4,9.866666667,3,2,5,2,5.5,5.3
14,S,3,14.S.3.L,Litter,U.anthemoides,5,5,1,4-Oct-13,Annual.forb,5,0.4791,2.5583,0.51166,9,4,9.866666667,3,2,5,2,5.5,5.3
14,S,4,14.S.4.C,Control,U.anthemoides,3,3,1,5-Oct-13,Annual.forb,1,0.0459,0.7594,0.253133333,5.5,3,37.25333333,2,2,3,1,5.4,5.6
14,S,4,14.S.4.C,Control,U.anthemoides,3,3,1,5-Oct-13,Annual.forb,2,0.2636,0.7594,0.253133333,5.5,3,37.25333333,2,2,3,1,5.4,5.6
14,S,4,14.S.4.C,Control,U.anthemoides,3,3,1,5-Oct-13,Annual.forb,3,0.4499,0.7594,0.253133333,5.5,3,37.25333333,2,2,3,1,5.4,5.6
14,S,4,14.S.4.L,Litter,U.anthemoides,2,2,1,5-Oct-13,Annual.forb,1,0.0286,0.1112,0.0556,5.5,4,41.06666667,4,2,6,3,5.5,5.4
14,S,4,14.S.4.L,Litter,U.anthemoides,2,2,1,5-Oct-13,Annual.forb,2,0.0826,0.1112,0.0556,5.5,4,41.06666667,4,2,6,3,5.5,5.4
15,N,2,15.N.2.C,Control,U.anthemoides,2,2,1,3-Oct-13,Annual.forb,1,0.0762,0.0891,0.04455,8,3.333333333,22.69333333,2,3,3,3,5.5,5.3
